Order_ID,Gender_Category,Product_Line,Product_Name,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,clothing_sizes,Shoe_Size,years,month
2666,Women,Soccer,Phantom GT,1.0,3700.75,0.0,3700.75,,Online,Kolkata,963.73,M,,,
2667,Women,Lifestyle,Air Force 1,3.0,9367.66,0.0,28102.98,2025/03/23,Online,Delhi,623.95,XL,,2025.0,3.0
2668,Women,Training,ZoomX Invincible,2.0,7978.89,0.45,8776.78,2024/12/20,Retail,Bangalore,3138.32,M,,2024.0,12.0
2669,Women,Training,Flex Trainer,1.0,7363.96,0.51,3608.34,,Retail,Pune,1737.23,XL,,,
2027,Men,Soccer,Premier III,4.0,7204.01,0.0,28816.04,2025/06/15,Retail,Delhi,3951.42,,12.0,2025.0,6.0
2671,Kids,Running,Air Zoom,1.0,9264.49,0.0,9264.49,2025/06/26,Retail,Pune,491.18,XL,,2025.0,6.0
2672,Women,Lifestyle,Air Force 1,2.0,7312.38,0.0,14624.76,2024/08/04,Online,Mumbai,67.58,XL,,2024.0,8.0
2673,Kids,Running,Pegasus Turbo,1.0,6891.25,0.63,2549.76,,Retail,Pune,742.85,,11.0,,
2674,Women,Lifestyle,Waffle One,1.0,4784.45,0.0,4784.45,2025/01/25,Online,Pune,3357.12,,7.0,2025.0,1.0
2675,Women,Soccer,Premier III,3.0,5172.14,0.0,15516.42,2025/04/04,Online,Hyderabad,2731.71,,12.0,2025.0,4.0
2676,Men,Running,Air Zoom,2.0,7143.23,0.0,14286.46,2025/05/13,Online,Delhi,3932.36,,10.0,2025.0,5.0
2677,Men,Lifestyle,Air Force 1,2.0,5618.62,0.0,11237.24,,Retail,Bangalore,1745.96,M,,,
2678,Kids,Running,Pegasus Turbo,235.0,4240.24,0.99,9964.56,2024/06/11,Retail,Pune,3483.11,,,2024.0,6.0
2679,Men,Training,Flex Trainer,3.0,2758.08,0.04,7943.27,2024/07/05,Online,Bangalore,2447.58,M,,2024.0,7.0
2680,Kids,Training,Metcon 7,1.0,5744.7,0.0,5744.7,2025/07/21,Retail,Pune,1044.98,,,2025.0,7.0
2681,Women,Running,Pegasus Turbo,2.0,5996.09,0.0,11992.18,,Online,Delhi,3597.08,,8.0,,
2682,Men,Basketball,LeBron 20,4.0,7660.41,0.41,18078.57,2024/08/28,Retail,Pune,3614.76,XL,,2024.0,8.0
2683,Kids,Lifestyle,Dunk Low,1.0,6202.99,0.0,6202.99,2025/12/06,Online,Mumbai,1119.71,XL,,2025.0,12.0
2684,Men,Lifestyle,Blazer Mid,2.0,7662.11,0.73,4137.54,2025/11/04,Retail,Mumbai,1556.61,L,,2025.0,11.0
2685,Kids,Lifestyle,Dunk Low,4.0,6202.99,0.0,24811.96,2025/05/22,Retail,Hyderabad,1377.72,M,,2025.0,5.0
2686,Women,Lifestyle,Blazer Mid,23.0,9585.39,0.99,2204.64,2025/07/03,Retail,Hyderabad,761.26,L,,2025.0,7.0
2687,Women,Lifestyle,Waffle One,1.0,2381.94,0.0,2381.94,2024/09/30,Retail,Delhi,1457.93,,8.0,2024.0,9.0
2031,Women,Soccer,Phantom GT,2.0,3883.92,0.0,7767.84,2024/07/12,Online,Mumbai,3119.37,L,,2024.0,7.0
2689,Women,Basketball,LeBron 20,1.0,5260.17,0.0,5260.17,2025/01/28,Retail,Mumbai,1402.81,,,2025.0,1.0
2690,Kids,Training,Metcon 7,1.0,5744.7,0.0,5744.7,2024/11/21,Online,Mumbai,1125.71,,6.0,2024.0,11.0
2042,Men,Running,Air Zoom,1.0,7143.23,0.8,1428.65,,Online,Delhi,151.26,,,,
2692,Women,Training,Metcon 7,6.0,2201.54,0.47,7000.9,2024/06/02,Online,Bangalore,2528.27,XL,,2024.0,6.0
2693,Kids,Training,ZoomX Invincible,1.0,6743.07,0.0,6743.07,2025/05/11,Online,Bangalore,262.12,,10.0,2025.0,5.0
2694,Women,Training,Metcon 7,1.0,2201.54,0.0,2201.54,2024/07/25,Online,Hyderabad,249.45,M,,2024.0,7.0
2695,Men,Basketball,Air Jordan,1.0,6235.71,0.0,6235.71,2024/12/10,Online,Hyderabad,3234.28,L,,2024.0,12.0
2696,Women,Lifestyle,Blazer Mid,2.0,7670.82,0.99,153.42,2024/11/22,Online,Mumbai,66.43,L,,2024.0,11.0
2697,Men,Basketball,Air Jordan,1.0,6235.71,0.09,5674.5,2025/06/25,Online,Delhi,681.86,M,,2025.0,6.0
2698,Men,Basketball,LeBron 20,1.0,7660.41,0.02,7507.2,,Retail,Mumbai,1680.5,XL,,,
2699,Men,Lifestyle,Dunk Low,1.0,6537.29,0.0,6537.29,2025/02/21,Online,Mumbai,1052.65,XL,,2025.0,2.0
2700,Kids,Training,Metcon 7,1.0,5744.7,0.48,2987.24,2025/07/11,Retail,Bangalore,1423.83,XL,,2025.0,7.0
2701,Men,Training,SuperRep Go,1.0,6819.78,0.0,6819.78,2024/11/29,Online,Delhi,2007.01,XL,,2024.0,11.0
2702,Men,Basketball,Kyrie Flytrap,1.0,7561.85,0.0,7561.85,2024/12/16,Online,Pune,687.32,XL,,2024.0,12.0
2703,Kids,Running,Pegasus Turbo,1.0,5214.32,0.0,5214.32,2025/06/24,Online,Kolkata,637.13,L,,2025.0,6.0
2704,Women,Basketball,LeBron 20,1.0,5094.43,0.0,5094.43,,Online,Hyderabad,1765.36,L,,,
2705,Men,Running,Pegasus Turbo,1.0,4322.06,0.0,4322.06,2024/01/07,Retail,Pune,37.88,,,2024.0,1.0
2706,Women,Training,ZoomX Invincible,1.0,7978.89,0.0,7978.89,2025/08/05,Retail,Kolkata,3153.1,XL,,2025.0,8.0
2707,Men,Running,Free RN,5.0,2996.2,0.49,7640.31,,Online,Hyderabad,2913.41,XL,,,
2708,Kids,Basketball,Kyrie Flytrap,1.0,4523.72,0.0,4523.72,2024/10/14,Online,Hyderabad,237.9,L,,2024.0,10.0
2709,Kids,Running,Free RN,1.0,6302.98,0.48,3277.55,2025/03/08,Retail,Delhi,2835.93,,10.0,2025.0,3.0
2710,Women,Lifestyle,Blazer Mid,2.0,4669.75,0.0,9339.5,,Retail,Bangalore,987.12,M,,,
2711,Men,Soccer,Mercurial Superfly,2.0,6196.01,0.0,12392.02,,Online,Delhi,756.18,,7.0,,
2712,Women,Running,Pegasus Turbo,1.0,8016.24,0.0,8016.24,2024/07/22,Retail,Delhi,3024.11,XL,,2024.0,7.0
2713,Men,Lifestyle,Air Force 1,1.0,7877.36,0.55,3544.81,2025/05/10,Retail,Kolkata,3663.49,L,,2025.0,5.0
2026,Women,Running,Air Zoom,2.0,2491.06,0.0,4982.12,2024/04/09,Retail,Bangalore,1660.44,,,2024.0,4.0
2715,Kids,Basketball,LeBron 20,93.0,3588.38,0.99,3337.19,2025/06/13,Online,Kolkata,1164.37,L,,2025.0,6.0
2716,Kids,Training,SuperRep Go,1.0,4830.96,0.0,4830.96,2024/11/17,Online,Pune,1344.73,M,,2024.0,11.0
2717,Men,Running,Free RN,1.0,9473.09,0.0,9473.09,2024/11/17,Online,Delhi,3055.36,M,,2024.0,11.0
2718,Men,Basketball,LeBron 20,1.0,8485.23,0.0,8485.23,,Retail,Bangalore,637.62,,7.0,,
2719,Women,Training,Metcon 7,1.0,4819.76,0.0,4819.76,2024/03/22,Retail,Kolkata,2066.12,,,2024.0,3.0
2720,Kids,Training,ZoomX Invincible,1.0,6743.07,0.0,6743.07,,Retail,Delhi,2548.78,M,,,
2721,Kids,Training,Flex Trainer,1.0,4276.36,0.0,4276.36,2023/11/11,Online,Bangalore,1275.23,L,,2023.0,11.0
2722,Women,Lifestyle,Dunk Low,1.0,9936.94,0.09,9042.62,2024/09/30,Online,Kolkata,818.65,L,,2024.0,9.0
2723,Women,Lifestyle,Dunk Low,1.0,3403.54,0.0,3403.54,2025/03/10,Online,Kolkata,221.41,XL,,2025.0,3.0
2724,Women,Training,Flex Trainer,1.0,8007.22,0.0,8007.22,2025/01/16,Online,Delhi,1190.2,L,,2025.0,1.0
2012,Men,Lifestyle,Dunk Low,1.0,2174.89,0.0,2174.89,,Retail,Kolkata,406.38,XL,,,
2726,Women,Training,Flex Trainer,1.0,7363.96,0.48,3829.26,2024/08/19,Retail,Pune,1392.27,,,2024.0,8.0
2727,Men,Lifestyle,Waffle One,16.0,6154.32,0.94,5908.15,,Online,Kolkata,2004.4,M,,,
2018,Kids,Soccer,Tiempo Legend,1.0,5553.88,0.0,5553.88,2025/02/15,Retail,Bangalore,701.28,L,,2025.0,2.0
2729,Kids,Training,Flex Trainer,1.0,6383.55,0.0,6383.55,2025/04/29,Retail,Delhi,2079.06,,,2025.0,4.0
2730,Women,Lifestyle,Dunk Low,1.0,9936.94,0.0,9936.94,,Online,Hyderabad,2140.93,,,,
2731,Kids,Lifestyle,Dunk Low,3.0,6202.99,0.0,18608.97,2025/03/28,Online,Kolkata,3961.27,M,,2025.0,3.0
2732,Women,Training,SuperRep Go,1.0,3402.8,0.0,3402.8,2025/03/01,Online,Hyderabad,1045.5,M,,2025.0,3.0
2733,Women,Running,Free RN,1.0,6743.38,0.0,6743.38,2024/11/22,Online,Pune,1908.63,L,,2024.0,11.0
2734,Women,Soccer,Tiempo Legend,1.0,4957.93,0.0,4957.93,2025/07/10,Online,Bangalore,1229.08,,,2025.0,7.0
2735,Kids,Running,Free RN,1.0,2010.07,0.0,2010.07,2024/08/05,Online,Kolkata,928.63,XL,,2024.0,8.0
2736,Men,Soccer,Tiempo Legend,6.0,2786.84,0.49,8527.73,2025/02/22,Retail,Delhi,3042.49,,,2025.0,2.0
2737,Kids,Basketball,Kyrie Flytrap,1.0,6436.11,0.0,6436.11,2024/09/10,Retail,Mumbai,144.37,XL,,2024.0,9.0
2738,Women,Training,ZoomX Invincible,3.0,7978.89,0.39,14601.37,2025/05/11,Retail,Pune,712.53,M,,2025.0,5.0
2739,Kids,Running,Free RN,2.0,2010.07,0.26,2974.9,2025/02/04,Online,Kolkata,2350.69,L,,2025.0,2.0
2740,Women,Lifestyle,Air Force 1,1.0,4922.19,0.0,4922.19,,Retail,Bangalore,3820.48,XL,,,
2741,Women,Training,SuperRep Go,1.0,5241.9,0.0,5241.9,2025/01/15,Online,Hyderabad,295.49,L,,2025.0,1.0
2742,Kids,Lifestyle,Blazer Mid,2.0,7063.25,0.0,14126.5,2024/11/14,Online,Mumbai,3746.48,XL,,2024.0,11.0
2003,Women,Training,ZoomX Invincible,4.0,7850.87,0.99,0.0,2025/04/01,Online,Kolkata,992.14,XL,,2025.0,4.0
2744,Men,Running,Pegasus Turbo,1.0,7951.27,0.0,7951.27,,Retail,Delhi,154.17,,,,
2745,Men,Soccer,Phantom GT,1.0,5259.05,0.94,315.54,2024/12/31,Retail,Hyderabad,501.65,XL,,2024.0,12.0
2746,Women,Basketball,Air Jordan,1.0,9795.69,0.0,9795.69,2024/09/21,Online,Mumbai,1044.46,L,,2024.0,9.0
2747,Men,Soccer,Tiempo Legend,4.0,2483.97,0.0,9935.88,,Online,Delhi,609.36,XL,,,
2748,Men,Basketball,Kyrie Flytrap,1.0,7561.85,0.05,7183.76,2024/08/14,Retail,Pune,1010.96,XL,,2024.0,8.0
2028,Kids,Training,ZoomX Invincible,1.0,5474.79,0.0,5474.79,2025/03/01,Online,Pune,682.62,,,2025.0,3.0
2750,Women,Lifestyle,Dunk Low,1.0,9936.94,0.0,9936.94,,Online,Hyderabad,2924.09,L,,,
2751,Men,Basketball,Air Jordan,2.0,4776.83,0.0,9553.66,2025/03/09,Retail,Delhi,2857.99,XL,,2025.0,3.0
2752,Kids,Lifestyle,Waffle One,1.0,7949.83,0.0,7949.83,2025/02/23,Retail,Pune,341.26,,,2025.0,2.0
2753,Men,Running,Pegasus Turbo,1.0,4322.06,0.0,4322.06,2024/12/02,Retail,Kolkata,364.23,L,,2024.0,12.0
2754,Kids,Training,ZoomX Invincible,1.0,6743.07,0.0,6743.07,2025/01/03,Online,Kolkata,3565.12,XL,,2025.0,1.0
2755,Men,Running,React Infinity,3.0,8574.0,0.0,25722.0,2024/12/24,Online,Bangalore,161.95,M,,2024.0,12.0
2756,Women,Lifestyle,Waffle One,50.0,8510.85,0.99,4255.43,2023/09/21,Retail,Bangalore,1491.91,,,2023.0,9.0
2757,Men,Soccer,Phantom GT,1.0,3101.14,0.0,3101.14,2025/05/21,Online,Hyderabad,271.85,,,2025.0,5.0
2758,Women,Lifestyle,Waffle One,2.0,5582.98,0.0,11165.96,,Online,Pune,3986.03,M,,,
2759,Kids,Soccer,Premier III,2.0,2708.73,0.0,5417.46,2024/01/26,Retail,Delhi,1822.72,,,2024.0,1.0
2760,Men,Training,SuperRep Go,1.0,6819.78,0.0,6819.78,2025/05/28,Online,Mumbai,1496.19,,7.0,2025.0,5.0
2761,Kids,Soccer,Premier III,4.0,2708.73,0.0,10834.92,,Retail,Delhi,2588.03,M,,,
2762,Women,Running,Pegasus Turbo,2.0,8016.24,0.0,16032.48,,Retail,Mumbai,355.55,L,,,
2763,Women,Soccer,Phantom GT,4.0,3328.58,0.0,13314.32,2024/07/31,Online,Pune,763.34,,10.0,2024.0,7.0
2764,Kids,Lifestyle,Blazer Mid,1.0,7776.94,0.0,7776.94,2025/03/17,Retail,Kolkata,532.24,,,2025.0,3.0
2765,Women,Soccer,Premier III,1.0,6370.84,0.0,6370.84,2025/06/24,Online,Mumbai,1609.7,M,,2025.0,6.0
2766,Women,Lifestyle,Dunk Low,1.0,2609.07,0.0,2609.07,2024/12/23,Retail,Mumbai,265.27,,,2024.0,12.0
2767,Kids,Basketball,Zoom Freak,1.0,6887.39,0.0,6887.39,2025/07/21,Online,Delhi,1562.76,L,,2025.0,7.0
2768,Men,Basketball,LeBron 20,1.0,7660.41,0.0,7660.41,2025/01/03,Online,Pune,3525.96,,,2025.0,1.0
2050,Men,Basketball,LeBron 20,1.0,8335.48,0.57,3584.26,2025/06/30,Retail,Mumbai,832.37,,,2025.0,6.0
2770,Men,Soccer,Tiempo Legend,4.0,2786.84,0.7,3344.21,2024/08/22,Online,Kolkata,1095.12,,9.0,2024.0,8.0
2771,Men,Running,Pegasus Turbo,1.0,5222.92,0.0,5222.92,2025/05/26,Online,Delhi,1804.67,M,,2025.0,5.0
2772,Kids,Basketball,Zoom Freak,1.0,4656.28,0.0,4656.28,2025/04/01,Online,Pune,2332.29,,12.0,2025.0,4.0
2773,Women,Training,ZoomX Invincible,1.0,5045.62,0.99,0.0,2025/02/04,Online,Hyderabad,1191.02,M,,2025.0,2.0
2774,Women,Running,Free RN,1.0,2149.28,0.0,2149.28,,Online,Bangalore,585.97,XL,,,
2775,Men,Lifestyle,Air Force 1,4.0,6009.58,0.73,6490.35,,Online,Pune,2329.33,,,,
2776,Men,Training,Flex Trainer,1.0,3270.23,0.0,3270.23,2025/03/17,Retail,Mumbai,1143.68,L,,2025.0,3.0
2777,Kids,Basketball,Air Jordan,1.0,9062.25,0.0,9062.25,,Retail,Kolkata,9.69,XL,,,
2778,Kids,Soccer,Phantom GT,1.0,4462.26,0.0,4462.26,2025/06/20,Online,Hyderabad,1006.73,,11.0,2025.0,6.0
2779,Kids,Basketball,Kyrie Flytrap,1.0,6436.11,0.09,5856.86,2024/12/06,Online,Bangalore,187.36,,,2024.0,12.0
2780,Men,Training,Metcon 7,1.0,4308.75,0.32,2929.95,,Online,Hyderabad,799.35,,6.0,,
2781,Men,Training,Metcon 7,1.0,6546.59,0.68,2094.91,2023/09/03,Retail,Bangalore,1504.31,,12.0,2023.0,9.0
2782,Women,Training,ZoomX Invincible,1.0,8292.37,0.0,8292.37,,Online,Pune,816.55,,8.0,,
2783,Women,Running,React Infinity,1.0,8136.39,0.36,5207.29,2024/08/09,Retail,Pune,134.95,,,2024.0,8.0
2784,Women,Basketball,Kyrie Flytrap,1.0,9820.5,0.0,9820.5,2025/01/28,Online,Pune,2982.03,M,,2025.0,1.0
2785,Women,Lifestyle,Blazer Mid,2.0,7670.82,0.0,15341.64,2024/10/20,Retail,Hyderabad,834.71,L,,2024.0,10.0
2786,Women,Lifestyle,Blazer Mid,4.0,7670.82,0.59,12580.14,2024/10/20,Online,Hyderabad,3872.35,,9.0,2024.0,10.0
2787,Kids,Training,Metcon 7,3.0,3440.88,0.0,10322.64,2024/08/31,Online,Pune,22.93,,12.0,2024.0,8.0
2788,Women,Soccer,Mercurial Superfly,1.0,7478.84,0.0,7478.84,2024/01/04,Retail,Hyderabad,18.4,M,,2024.0,1.0
2789,Kids,Lifestyle,Dunk Low,1.0,6202.99,0.0,6202.99,2024/01/15,Retail,Kolkata,1756.75,M,,2024.0,1.0
2790,Kids,Running,React Infinity,1.0,7557.71,0.0,7557.71,2024/08/17,Retail,Delhi,2554.82,XL,,2024.0,8.0
2791,Kids,Training,Metcon 7,1.0,5744.7,0.0,5744.7,2024/05/29,Retail,Delhi,1194.43,M,,2024.0,5.0
2792,Kids,Lifestyle,Waffle One,1.0,4338.16,0.0,4338.16,2025/08/05,Online,Kolkata,328.05,L,,2025.0,8.0
2793,Men,Running,Pegasus Turbo,1.0,4322.06,0.0,4322.06,2024/10/12,Retail,Bangalore,922.24,XL,,2024.0,10.0
2794,Women,Soccer,Mercurial Superfly,255.0,4301.85,0.99,10969.72,,Online,Mumbai,3833.78,,,,
2795,Women,Running,React Infinity,1.0,8136.39,0.0,8136.39,,Retail,Delhi,615.37,L,,,
2796,Men,Lifestyle,Dunk Low,1.0,2849.49,0.0,2849.49,2023/11/08,Retail,Mumbai,2597.58,,12.0,2023.0,11.0
2797,Women,Lifestyle,Dunk Low,4.0,2162.29,0.0,8649.16,2025/03/30,Retail,Delhi,3158.47,,,2025.0,3.0
2798,Kids,Lifestyle,Dunk Low,1.0,8546.98,0.0,8546.98,,Retail,Mumbai,430.88,M,,,
2799,Kids,Training,SuperRep Go,3.0,2359.47,0.54,3256.07,2025/08/07,Online,Mumbai,3165.65,,,2025.0,8.0
2800,Women,Running,React Infinity,6.0,8737.08,0.9,5242.25,2025/03/13,Online,Delhi,1737.0,,6.0,2025.0,3.0
2801,Women,Running,React Infinity,2.0,8136.39,0.0,16272.78,2024/02/13,Retail,Mumbai,2966.12,,8.0,2024.0,2.0
2802,Men,Running,Free RN,3.0,7086.7,0.0,21260.1,2024/01/19,Online,Kolkata,231.73,L,,2024.0,1.0
2803,Women,Soccer,Mercurial Superfly,1.0,4301.85,0.0,4301.85,2023/11/02,Online,Hyderabad,83.11,XL,,2023.0,11.0
2804,Kids,Running,Pegasus Turbo,1.0,5653.14,0.0,5653.14,,Online,Hyderabad,2270.96,XL,,,
2805,Women,Running,Pegasus Turbo,1.0,8016.24,0.82,1442.92,2023/08/28,Online,Pune,2037.76,L,,2023.0,8.0
2806,Kids,Basketball,Kyrie Flytrap,3.0,4466.78,0.0,13400.34,2024/02/10,Online,Bangalore,2407.08,,7.0,2024.0,2.0
2807,Kids,Training,ZoomX Invincible,2.0,6743.07,0.0,13486.14,2024/01/10,Online,Hyderabad,875.36,L,,2024.0,1.0
2808,Women,Running,Pegasus Turbo,1.0,7810.49,0.0,7810.49,,Online,Bangalore,65.85,L,,,
2809,Women,Running,Free RN,1.0,3260.38,0.08,2999.55,,Retail,Mumbai,554.84,,,,
2810,Men,Running,Air Zoom,2.0,2943.44,0.53,2766.83,,Retail,Hyderabad,405.67,,7.0,,
2811,Men,Basketball,Zoom Freak,3.0,9153.02,0.0,27459.06,2025/01/24,Retail,Bangalore,77.61,,8.0,2025.0,1.0
2812,Men,Basketball,LeBron 20,2.0,9507.39,0.01,18824.63,2024/08/08,Online,Kolkata,2570.01,,,2024.0,8.0
2813,Men,Running,Free RN,4.0,7450.8,0.0,29803.2,,Online,Bangalore,2098.29,M,,,
2814,Kids,Running,React Infinity,1.0,7557.71,0.0,7557.71,2024/10/07,Online,Delhi,1702.06,M,,2024.0,10.0
2815,Kids,Training,Flex Trainer,219.0,4276.36,0.99,9365.23,,Online,Kolkata,3281.98,L,,,
2816,Men,Basketball,LeBron 20,3.0,5983.35,0.0,17950.05,2025/01/22,Retail,Hyderabad,916.13,M,,2025.0,1.0
2032,Women,Soccer,Mercurial Superfly,2.0,4301.85,0.96,344.15,2024/10/16,Online,Kolkata,596.41,,10.0,2024.0,10.0
2818,Kids,Soccer,Premier III,1.0,2708.73,0.0,2708.73,2025/05/08,Retail,Pune,797.91,,,2025.0,5.0
2819,Kids,Soccer,Premier III,1.0,7645.41,0.0,7645.41,2025/01/20,Retail,Bangalore,593.62,,9.0,2025.0,1.0
2820,Women,Lifestyle,Blazer Mid,4.0,8659.15,0.0,34636.6,2024/08/05,Online,Mumbai,2078.39,M,,2024.0,8.0
2821,Kids,Lifestyle,Air Force 1,3.0,3360.35,0.0,10081.05,2025/04/08,Online,Delhi,2991.25,,,2025.0,4.0
2822,Women,Lifestyle,Blazer Mid,1.0,8314.34,0.0,8314.34,2025/10/07,Retail,Bangalore,1145.98,,11.0,2025.0,10.0
2823,Men,Soccer,Mercurial Superfly,1.0,6196.01,0.0,6196.01,2024/07/27,Retail,Mumbai,1125.91,L,,2024.0,7.0
2824,Men,Basketball,Air Jordan,4.0,5123.35,0.0,20493.4,2024/11/02,Online,Mumbai,1620.37,L,,2024.0,11.0
2825,Kids,Training,SuperRep Go,1.0,9671.05,0.0,9671.05,,Retail,Pune,2322.87,M,,,
2826,Kids,Lifestyle,Blazer Mid,2.0,9673.57,0.01,19153.67,,Retail,Bangalore,262.81,M,,,
2827,Men,Basketball,Air Jordan,57.0,4278.28,0.99,2438.62,2025/01/27,Retail,Hyderabad,860.32,L,,2025.0,1.0
2828,Women,Training,ZoomX Invincible,1.0,2095.0,0.0,2095.0,2024/05/09,Online,Hyderabad,831.4,XL,,2024.0,5.0
2829,Men,Basketball,LeBron 20,1.0,7660.41,0.0,7660.41,2024/07/17,Online,Kolkata,2539.92,XL,,2024.0,7.0
2830,Men,Basketball,Air Jordan,1.0,8572.48,0.88,1028.7,,Online,Delhi,1221.09,,,,
2831,Women,Training,SuperRep Go,4.0,8577.75,0.0,34311.0,2024/11/10,Online,Mumbai,3134.87,,7.0,2024.0,11.0
2832,Kids,Basketball,Kyrie Flytrap,1.0,6436.11,0.15,5470.69,2024/05/17,Retail,Hyderabad,752.0,,,2024.0,5.0
2833,Women,Training,Flex Trainer,4.0,2224.9,0.0,8899.6,2025/01/19,Online,Pune,16.04,XL,,2025.0,1.0
2834,Kids,Training,Flex Trainer,1.0,9544.08,0.0,9544.08,2024/09/05,Retail,Kolkata,575.58,M,,2024.0,9.0
2835,Women,Lifestyle,Air Force 1,2.0,9240.64,0.63,6838.07,2024/10/07,Retail,Pune,1873.76,,,2024.0,10.0
2836,Men,Basketball,Kyrie Flytrap,3.0,9098.9,0.75,6824.17,2025/07/22,Retail,Delhi,2729.87,L,,2025.0,7.0
2837,Women,Running,Pegasus Turbo,1.0,8889.68,0.0,8889.68,,Online,Mumbai,2191.17,L,,,
2838,Women,Basketball,Air Jordan,4.0,8605.73,0.0,34422.92,2025/08/01,Retail,Pune,990.99,XL,,2025.0,8.0
2839,Men,Lifestyle,Waffle One,2.0,5003.95,0.0,10007.9,2025/03/03,Online,Hyderabad,2992.52,,6.0,2025.0,3.0
2050,Women,Lifestyle,Blazer Mid,1.0,7670.82,0.0,7670.82,2024/11/28,Online,Kolkata,3407.87,L,,2024.0,11.0
2841,Men,Basketball,LeBron 20,1.0,4166.94,0.0,4166.94,,Online,Delhi,2865.93,M,,,
2842,Women,Soccer,Phantom GT,1.0,3883.92,0.0,3883.92,2025/01/19,Online,Bangalore,1193.98,M,,2025.0,1.0
2843,Men,Training,SuperRep Go,1.0,6819.78,0.0,6819.78,2025/04/25,Online,Mumbai,3574.05,,12.0,2025.0,4.0
2844,Men,Lifestyle,Waffle One,2.0,6495.53,0.23,10003.12,,Retail,Mumbai,951.85,,,,
2845,Men,Training,ZoomX Invincible,1.0,5690.69,0.0,5690.69,2023/10/31,Retail,Pune,40.98,,,2023.0,10.0
2846,Kids,Training,ZoomX Invincible,1.0,2932.99,0.0,2932.99,2024/10/29,Online,Pune,543.26,L,,2024.0,10.0
2847,Men,Training,Metcon 7,3.0,4020.5,0.16,10131.66,2024/11/16,Online,Bangalore,3988.85,XL,,2024.0,11.0
2848,Kids,Running,Free RN,1.0,9476.8,0.03,9192.5,2024/08/14,Online,Hyderabad,350.03,,8.0,2024.0,8.0
2008,Men,Running,Air Zoom,1.0,7143.23,0.0,7143.23,2024/07/25,Retail,Mumbai,639.42,XL,,2024.0,7.0
2850,Kids,Lifestyle,Waffle One,2.0,7949.83,0.0,15899.66,2024/11/10,Retail,Pune,458.86,XL,,2024.0,11.0
2851,Kids,Lifestyle,Blazer Mid,2.0,2241.11,0.0,4482.22,2024/12/28,Online,Mumbai,1243.95,XL,,2024.0,12.0
2852,Kids,Running,React Infinity,1.0,7557.71,0.0,7557.71,,Online,Delhi,234.16,,8.0,,
2853,Women,Basketball,Kyrie Flytrap,1.0,9820.5,0.0,9820.5,2025/02/06,Retail,Hyderabad,3841.05,XL,,2025.0,2.0
2854,Women,Basketball,LeBron 20,1.0,6970.47,0.98,139.41,2023/11/07,Online,Pune,1103.35,,,2023.0,11.0
2855,Kids,Basketball,Air Jordan,1.0,2809.8,0.0,2809.8,2025/04/20,Online,Mumbai,425.73,,,2025.0,4.0
2856,Kids,Basketball,Kyrie Flytrap,139.0,6436.11,0.99,8946.19,2023/10/12,Online,Kolkata,3137.85,M,,2023.0,10.0
2857,Women,Running,React Infinity,8.0,4105.44,0.73,8867.75,2024/08/25,Online,Kolkata,3197.09,,10.0,2024.0,8.0
2858,Kids,Lifestyle,Air Force 1,3.0,6066.5,0.6,7279.8,2024/10/26,Retail,Pune,2847.01,,,2024.0,10.0
2859,Women,Lifestyle,Air Force 1,1.0,7312.38,0.0,7312.38,,Online,Pune,566.34,,7.0,,
2860,Kids,Lifestyle,Air Force 1,1.0,7568.04,0.0,7568.04,2025/04/07,Retail,Hyderabad,1365.3,XL,,2025.0,4.0
2861,Kids,Training,ZoomX Invincible,1.0,6743.07,0.0,6743.07,2025/04/20,Online,Pune,650.99,XL,,2025.0,4.0
2862,Kids,Soccer,Phantom GT,4.0,7940.29,0.99,0.0,2024/11/11,Retail,Delhi,1803.25,,9.0,2024.0,11.0
2863,Women,Training,Metcon 7,1.0,8609.77,0.0,8609.77,2024/11/23,Retail,Pune,711.07,,6.0,2024.0,11.0
2864,Kids,Soccer,Tiempo Legend,1.0,6445.79,0.45,3545.18,2025/03/23,Online,Bangalore,1534.89,,,2025.0,3.0
2865,Women,Soccer,Phantom GT,1.0,3883.92,0.71,1126.34,2024/12/16,Retail,Kolkata,94.06,,,2024.0,12.0
2866,Kids,Training,SuperRep Go,2.0,9671.05,0.0,19342.1,2025/09/01,Online,Pune,273.28,,11.0,2025.0,9.0
2867,Men,Soccer,Mercurial Superfly,1.0,9936.58,0.0,9936.58,2025/02/20,Online,Hyderabad,3190.43,,11.0,2025.0,2.0
2868,Women,Running,React Infinity,1.0,7379.45,0.0,7379.45,2024/10/23,Retail,Delhi,688.14,M,,2024.0,10.0
2869,Kids,Soccer,Premier III,4.0,2708.73,0.0,10834.92,2024/07/26,Online,Pune,1550.3,M,,2024.0,7.0
2870,Kids,Training,Metcon 7,1.0,9633.68,0.0,9633.68,2024/10/05,Retail,Delhi,771.96,M,,2024.0,10.0
2871,Men,Training,Flex Trainer,1.0,2294.09,0.0,2294.09,2025/07/22,Retail,Bangalore,1002.21,M,,2025.0,7.0
2872,Men,Basketball,Kyrie Flytrap,2.0,3953.13,0.0,7906.26,2024/01/08,Online,Kolkata,3414.32,M,,2024.0,1.0
2873,Women,Running,Air Zoom,8.0,9050.52,0.86,10136.58,,Retail,Bangalore,3364.79,,,,
